call_idx,smiles,score
28,CC(NC(=O)c1nn(-c2ccc(F)cc2)cc1O)c1ccc2c(c1)CCC(=O)N2,0.6335944244111261
29,COC(=O)c1cn(C)nc1NC(=O)NC(C)c1nc(C2CCCCC2)no1,0.7682754086923336
30,COCCC(C)NC(=O)NCc1ccc(Br)cc1Oc1ccccc1,0.6792364534297015
31,Cc1ccc2nc(Cn3c(C)nc4ccccc4c3=O)cc(=O)n2c1,0.5633919669869641
32,CNC(=O)CNC(=O)c1nnn(Cc2ccccc2)c1-c1ccccc1,0.7052260331234075
33,CCn1cc(C(=O)NC2CCOC2c2c(C)nn(C)c2C)c(-c2ccccc2)n1,0.7225104989871625
34,COc1nc(C)cc(C)c1CNC(=O)N1CCC(n2cc(C)cn2)C1,0.9249592179784468
35,CCOC(=O)N1CCCC(C(C)NC(=O)CCc2ccc(=O)[nH]c2)C1,0.817305435392876
36,CC(C)N1C(=O)c2ccc(C(=O)NN3CCCCC3=O)cc2S1(=O)=O,0.8568814742319816
37,CN1CCC(CN=C(O)CC(CN)OCc2ccccc2)CC1,0.5691931950994056
38,Cn1c(C(=O)N2CCC(CNC(=O)c3cc(C4CC4)on3)C2c2cccnc2)ccc1C(F)(F)F,0.5687235292405163
39,O=C(c1ccccc1)N1CCC(Nc2cc(N3CCOCC3)ncn2)C1,0.901088246168532
40,CN(C)C(=O)N1CCC(C(=O)N(CCC#N)CC2CC2)CC1,0.7733692213051517
41,COc1cccc(CNC(=O)N(C)C2CCOC(c3ccc(F)cc3)C2)c1OC,0.7960973727924627
42,COc1nc(C)ccc1C(=O)N1CCC(CNC(=O)CNc2ccc(F)cc2)C1c1cccnc1,0.516569549422341
43,O=C(O)C1CCC(C(=O)N2CC3CCCC3C2)C1,0.8130369761732892
44,Cc1cncc(NC(=O)c2ccc3c(c2)NC(=O)CO3)c1,0.8827018860966852
45,Cc1cc(C)nc(NC(=O)C(=O)NC2COc3c(F)cc(F)cc3C2)c1,0.8024868211520474
46,O=C(c1c[nH]c2ccc(C(F)(F)F)cc2c1=O)N1CCc2onc(Cn3cccn3)c2C1,0.5252232213419401
47,CC(C)N1CCN(C(=O)C(=O)NCC(C)(C)Oc2ccccc2)CC1=O,0.795054484070524
48,N#Cc1cc(C(=O)N2CCCCCC2)ccc1C(F)(F)F,0.7945506349505773
49,CCOC(=O)C1CCC(Oc2ccc(C(=O)OC)c(C(F)(F)F)c2)CC1,0.7294988176139227
50,COC(=O)C1CCC(C(=O)NC2CCC(NC(C)=O)CC2)O1,0.7268582959822169
51,CC(NC(=O)CC(N)=O)C1CCN(C(=O)CCc2nccs2)C1,0.6977155119674029
52,CC1CCCc2nc(-c3ccc(S(=O)(=O)N(C)C)cc3)cn21,0.8738253771651978
53,COCCC(CO)NC(=O)Nc1cc(Br)c(F)cc1F,0.6873613443489993
54,CCn1cc(-c2noc(CCN=C3NS(=O)(=O)c4ccccc43)n2)c(=O)[nH]c1=O,0.5882855125488016
55,CNC(=O)c1cccc(NC(=O)c2ccn(CCn3cccn3)n2)c1Br,0.6429769222699898
56,CN(C)C(=O)C1=NOC2CN(C(=O)C3(c4cccs4)CC3)CC12,0.8315158790766236
57,Cc1ccc2sc(N3CCC4(CCCN(Cc5cccc(Cl)c5)C4=O)C3)nc2c1C,0.5336303845145792
58,CN1CCC(CCNC(O)=NCc2ccnc(N3CCCCC3)c2)CC1,0.6039737148310357
59,Cn1c(C(=O)N2CCC(C3CCCCN3C(=O)c3c(Cl)ccc(Cl)c3O)CC2)cccc1=O,0.7038959931520464
60,COc1ccc(C2CCN(C(=O)c3nc(N4CCCC4)ncc3Cl)C2)cc1F,0.7800642216040763
61,Cc1cnccc1C(=O)NCC(O)CNC(=O)c1occc1C(C)C,0.707325582158985
62,O=C([O-])c1ccc(C[NH+]2CCCC2C(=O)O)c2ncccc12,0.7730322728470466
63,Cc1cc(CN=C(O)N2CCCC(C3(C)OCCO3)C2)ccc1-c1ccccc1,0.6105052503256525
64,CC1CCCc2nnc(COc3cc(O)n(Cc4ccccc4)c3O)n21,0.7355712310720813
65,COc1nc(C)ncc1C(=O)NCC1CN(C(=O)c2cccn2C)CC1C,0.8549463514556692
66,CC(C)N1C(=O)OCc2ccc(C(=O)N3CCCC3C3=NN(c4ccccc4)C(c4ccccc4)C3)cc21,0.41382568661356994
67,N#Cc1cc(Cl)c(N2Cc3nccn3CC(COCC(=O)N3CCCC3)C2)nc1C(F)(F)F,0.6505628731325608
68,O=C(c1cc(C(F)(F)F)c[nH]c1=O)N1CC(O)C(NC(=O)C23COCC2C3)C1,0.6458962070780893
69,CCOC(=O)c1c(OC(CC)C(C)C)c(F)cn1Cc1ccccc1,0.6518704759910852
70,CN(C)C(CN=C(O)NCC(F)(F)F)c1cccc(C(F)(F)F)c1,0.4825969974244887
71,COC(=O)c1ccccc1CSCC(=O)NC(C)c1ccccc1OC,0.7165520468357434
72,CC(NC(=O)COC1CCOC1)c1c(F)cccc1Cl,0.9086212973316794
73,O=C1CC(C(=O)N(Cc2cccc(F)c2)CC2CCCO2)CN1CCc1ccc(F)cc1,0.6282532262690267
74,COCCC(C)S(=O)(=O)NC1CCC(C)(C)CC1c1ccccc1,0.8131475512391366
75,CNC(=O)CC(C)NC(=O)C(=O)Nc1c(NCCOC)ncnc1OC,0.32501606809361716
76,CCn1cc(C(=O)NC2CCN(C(=O)C3CC3C(C)(C)C)C2)nn1,0.9007967577003363
77,Cn1c(C(=O)Nc2ccccc2)nnc1S(=O)(=O)Cc1ccc(Cl)c(Cl)c1,0.6768526026693348
78,Cc1ccc2c(c1)[nH]c1nnc(C3CC3)n12,0.6728387519552589
79,CN1CCC(Nc2ccc3nccnc3c2)C1c1ccc(Cl)c(F)c1,0.7601260764116105
80,COc1ccc(C)cc1NC(=O)C1CC(=O)N(c2ccc(C)c(C)c2)C1,0.9143446541429324
81,Cc1cnccc1OC1CCCN(S(=O)(=O)Cc2cc(C#N)ccc2F)C1,0.7851943489091447
82,O=C1CC2C=CCC(C(=O)O)C2N1,0.5657985683077035
83,CC(NC(=O)CNC(=O)c1c(Cl)cccc1[N+](=O)[O-])C(O)Cc1ccccc1,0.4582364789122744
84,COc1nc(-c2cc(F)c(OC)c(F)c2)ncc1C(F)(F)F,0.8125896101320615
85,Cc1cc(C)cc(C(=O)NC2CC3CCC2N3C(=O)Cc2ccn(C)n2)c1,0.901491389093778
86,CC1CCCc2nc(S(=O)(=O)N3CCC(N4CCNC4=O)CC3)cn21.Cl,0.8253796256008559
87,CCn1cc(NS(=O)(=O)c2ccc(C(=O)OC)c(F)c2)c(C(N)=O)n1,0.7201753522631623
88,N#Cc1ccc(CN2CCC(NC(=O)Nc3ccc(C(C#N)c4ccccc4)cc3)C2=O)cc1,0.5894522519773693
89,O=C(c1cnn(C2CCCCC2)c1)c1ccccc1Cl,0.7905251092000676
90,COCCC(C)NC(=O)Nc1ncccc1OC(C)c1ccccc1,0.7651868843103494
91,CC(C)N1CCCC(N(C)CC(=O)N2CCOCC2)C1=O,0.7425187202796677
92,CCOC(=O)C(CC1CCCO1)NC(=O)C1CC(=O)N(CCc2ccc(OC)c(OC)c2)C1,0.4995177168717844
93,COC(=O)C(OCCCC1OCCO1)C(F)(F)F,0.5379638505007142
94,CN(C)C(=O)c1ccc(NC(=O)C2CC2c2cccc(C#N)c2)c(F)c1,0.9195862826653537
95,O=C1CC(C(=O)N2CCOC3(COCCN(C(=O)C4CC4(F)Cl)C3)C2)CN1Cc1ccccc1,0.592666326120741
96,CN1CCC(CC(C)(CO)NC2CC2)C1=O,0.7113728874468261
97,COc1ccc(OC(=O)C2(c3ccc(OC)c(OC)c3)CCCC2)cc1OC,0.5264541841441656
98,Cc1ccc2[nH]c(C(=O)NCC(O)=NCc3ccco3)cc2c1C,0.49653727247517226
99,Cn1c(C(=O)N2CCOC(c3ccc(F)cc3F)C2)ccc1-c1ccc(F)cc1,0.6562569417388222
100,CNC(=O)c1ccc(OC)c(NC(=O)NC(c2ccc(C(C)C)cc2)C(C)C)c1,0.6336542230970237
101,Cc1cnccc1CNC(=O)NCc1csc(-c2ccc(C(F)(F)F)cc2)n1,0.654189110367211
102,COc1nc(C(F)(F)F)c(C(=O)Nc2nnco2)s1,0.9280066898517729
103,Cc1cc(C(=O)NC(C)C(c2ccccc2)c2ccccc2)ccc1N1CCNC1=O,0.626132257911915
104,O=C(O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)CCC(F)(F)F,0.6999993446860269
105,CC1CCCC(C)C1NS(=O)(=O)c1cn2c(n1)CCCC2C,0.9291597465805705
106,CCn1cc(CN(C)C(=O)C(=O)Nc2ccccc2CN(C)c2ccccc2)cn1,0.6133226559674818
107,CN(C)C(=O)c1ccc(CNC(=O)C2CCN(c3oc(-c4ccco4)nc3C#N)CC2)cc1,0.6173620907651104
108,CC(NC(=O)C(=O)Nc1cccc2c1OCO2)C(=O)N1CCCCC1C,0.7902664555812875
109,O=C(c1cc(Cl)c[nH]1)N(Cc1cc(F)ccc1F)C1CCCC1,0.8730637684351152
110,COCCC(C)NC(=O)NC1CCCc2nc(-c3ccc(F)cc3)sc21,0.7982145015969628
111,CC(C)N1CCC(NC(=O)c2nn(Cc3ccccc3)c(=O)c3ccccc23)C1=O,0.7065090154017397
112,N#Cc1ccc(NC(=O)C(=O)NC2CCC3SCCSC23)nc1,0.7844136880137064
113,CCOC(=O)c1sc(N)c(C#N)c1COC(=O)Cc1ccccc1Cl,0.7732625014410016
114,COC(=O)c1ccc(N2CCCC2)c(NC(=O)N2CCC(N3CC(C(=O)OC(C)(C)C)CC3=O)CC2)c1,0.6010324002003488
115,O=C1CC(c2noc(-c3cnn(-c4ccccc4Cl)c3)n2)CN1CC1CC1,0.6751450055110471
116,CN1CCC(O)=Nc2c1cc(Cl)c(Cl)c2O,0.7538647012573249
117,COc1ccccc1C=NOC(C(=O)NC1CCCCCCC1)C(C)C,0.5824462953372284
118,COc1nc(NCc2cn(Cc3ccccc3C(F)(F)F)cn2)cn2ccnc12,0.5336422329284036
119,Cn1c(C(=O)OCC2(C)CC2(Cl)Cl)c(Cl)c2ccccc21,0.6018406206488118
120,Cc1ccc2nc(C3CCCN3C(=O)C(=O)NCC3CSCCS3)[nH]c2c1,0.7688228836829398
121,CNC(=O)c1ccc(CS(=O)(=O)NC2CC2C2CCCCC2)cc1,0.8272986989053678
122,Cc1cncc(-c2noc(-c3cc(-c4ccc(C)o4)[nH]n3)n2)c1,0.6231543496888452
123,Cc1cc(C(=O)OC2CCOc3ccccc32)cc(C)c1OCc1cccnc1,0.5775391046707282
124,O=C(O)C1CC2CCCCC2N1C(=O)CN1CCCCCCC1=O,0.8551733002028692
125,CC(NC(=O)Nc1cc(F)ccc1N1CCCCC1)c1ccc2[nH]c(=O)oc2c1,0.6162683347840594
126,O=C(c1cccc(C2OCCO2)c1)N1Cc2ccc(Br)cc2C1,0.8057109504395039
127,CCn1cc(CN2CCN(CCO)C3CS(=O)(=O)CC32)cn1,0.760739406584532
128,CN(C)C(=O)C1CCN(C(=O)C2C3CCC(O3)C2C(F)(F)F)C1,0.7643611494591745
129,COCCC(CO)NC(=O)NCc1ccccc1OCC1CC1,0.6120934826816009
130,N#Cc1ccc(OCc2nnc(N3CCOC(C(F)(F)F)C3)n2Cc2cccc(C(F)(F)F)n2)cc1,0.46227824683722224
131,CC(C)N1CC(C(=O)N2CC(O)C(NC(=O)c3ccnn3C)C2)CC1=O,0.7118635476748022
132,CCOC(=O)C=C1SCC(=O)N1CC(O)Cc1cccc(Cl)c1,0.6257587756986034
133,O=C1CC(C(=O)NC2CCN(c3ncsn3)CC2)C2CCCCC2N1,0.8456635430791618
134,CNC(=O)c1cc(Nc2cc3n(n2)CCCO3)ccc1F,0.9057785555296269
135,COC(=O)CNC(=O)c1ccc(NC(C)CC(=O)N(C)Cc2cccc(Cl)c2)cc1,0.5955295611691696
136,COc1ccc(-c2ncccc2C(=O)N2CC3COCC(C2)C3NC(=O)CNC(=O)N(C)C)cc1,0.6418758750844262
137,CN1CCC(N2CCN(C(C(=O)N3CCCCC3)c3ccccc3)CC2)C1=O,0.7910237580263261
138,Cc1ccc2[nH]c(C(=O)NCCCN3C(=O)NC4(CCCCC4)C3=O)c(Cl)c2c1C,0.49686256546334584
139,COc1nc(S(=O)(=O)N2CCC(Oc3cc(C(F)(F)F)ncn3)C2)ccc1F,0.6793607070613912
140,O=C(O)C1COCCN1C(=O)C1CC=CCC1,0.7185802199474136
141,Cc1cncc(CNC(=O)NCC(C)(C)CC(C)C)c1,0.8382452950333454
142,O=C(c1cn(-c2ccccc2)cn1)N1CCOc2cc(F)ccc2C1,0.7220412516687628
143,Cc1cc(C)cc(CNC(=O)Cc2nc(-c3ccc(S(C)(=O)=O)cc3)cs2)c1,0.6674147358488907
144,CN(C)C(=O)Nc1cccc(C(=O)N(C)CC2CCCOC2c2ccccc2)c1,0.8317428560753346
145,CCn1cc(N(Cc2ccnc3ccccc23)CC(C)C)cn1,0.6868644460788919
146,CC1CCCc2ccccc2C1N=C(O)N1CCOC2(CCOCC2)C1,0.474250226279795
147,CC(NC(=O)NCC1CC=CCC1)c1ccc(N2CCCC2=O)cc1,0.804967123280781
148,CNC(=O)C(NC(=O)c1cc2c(s1)CCC(C(C)(C)C)C2)C(C)C,0.8742412744477666
149,CC(C)N1CCC(C(=O)N2CCCc3cc(Cl)cc(F)c32)C1=O,0.7776996811086019
150,COCCC(C)NC(=O)C(C)(C)S(=O)(=O)c1ccc(Br)cc1,0.7742711512874474
151,N#Cc1cc(F)cnc1N1Cc2cncn2CC(COc2cccnc2)C1,0.707232131340598
152,O=C1CC(C(=O)N2CCC3(CN(C(=O)CCCc4ccc(C(F)(F)F)cc4)CCO3)C2)CCN1,0.7007304208737266
153,CCOC(=O)C(CC)(CC)NC(=O)Cn1cc(C)c2ccccc21,0.7932338211714873
154,CN1CCC(CN(C)C(O)=NCCN2CCCCCC2=O)CC1,0.616021414153437
155,COc1ccc(Cn2c(C3CCCN(C(=O)OC(C)(C)C)C3)nnc2N2CCN(C)C(=O)C2C)cn1,0.6179355544109525
156,COC(=O)CN(Cc1ccc(C(F)(F)F)cc1)C(=O)c1csc(Cc2ccc(F)cc2)n1,0.37399659322448037
157,COc1nc(NCc2cn(C)nc2C)nc2c1cnn2C(C)(C)C,0.7902767676941299
158,O=C(O)C1C2CCC(CC2)C1C(O)=NC(O)=NCc1ccncc1,0.5791440043689563
159,Cc1cnccc1COC(=O)C1(c2c(Cl)cccc2Cl)CC1,0.7734147620050171
160,CN(C)C(=O)COc1ccc(NC(=O)C(=O)N(C)CCc2ccccc2F)cc1Cl,0.6778791099761952
161,O=C(c1cc(-c2ccncc2)n[nH]1)N1CCC2(C1)CN(C(=O)c1cc3c(s1)CCCC3)CCO2,0.6257576041814142
162,CC(NC(=O)Nc1cccnc1N1CCOCC1)c1ccc(F)c2ccccc12,0.6994405835012011
163,Cc1cc(C(=O)NCC2CN(C(=O)C(C)C(F)(F)F)CC2C)c(C)n1C,0.8822931503709035
164,CCn1cc(C(=O)N2CCC(Oc3cc(C)ccc3C)CC2)c2ccccc21,0.6447964286247395
165,CNC(=O)C1CN(C(=O)C(=O)NC2CCCOc3cc(F)ccc32)c2ccccc2O1,0.7114686058623487
166,Cc1ccc2cc(C(=O)NCC34CCCOC3CCN(C(=O)c3ccc(C)c(F)c3F)C4)sc2c1,0.5354921137090368
167,CC1CCCc2nc(S(=O)(=O)NC3CCCc4sccc43)cn21,0.9234607992520284
168,CC(C)N1CCCC(OC(=O)Cn2cc(C(N)=O)c3ccccc32)C1=O,0.8238825253901864
169,COCCC(C)S(=O)(=O)NC1c2ccccc2OC1C,0.8704661941966372
170,N#Cc1ccc(OCc2ccc(C(=O)Nc3ncccc3O)o2)cc1,0.7415014799868034
171,O=C1CC(NC(=O)N2CCCC2c2cc(F)cc(Br)c2)CN1C1CCCCC1,0.7409310763566874
172,CCOC(=O)N(C)C1CCN(c2nnc(-c3cccnc3)n2CC2CCOCC2C)CC1,0.6795361190665581
173,COc1ccccc1-n1c(C)nnc1SCC(=O)NC12CCCC1C2,0.8043217516234072
174,COc1nc(C(F)(F)F)c(C(=O)NCC2OCC3CCN(C(=O)c4ncccc4F)CC32)s1,0.6508574269166307
175,Cn1c(C(=O)N2CC3COCC(C2)C3NC(=O)c2ccc(N3CCCC3)c(F)c2)cc2ccccc21,0.6087018329779631
176,CN1CCC(C2CN(Cc3cn4cccnc4n3)CC2c2nc(C3CC3)no2)CC1.O=C(O)C(F)(F)F,0.5408900197821203
177,Cc1cncc(NC(=O)c2cc3cc(C)ccc3o2)c1,0.7690978439576969
178,Cc1cc(C)cc(C(=O)N2CCC(OCc3ccccc3)CC2)c1,0.8466785305505631
179,O=C(O)C1CC2CCCCC2N1C(=O)Cc1cccc(OCc2ccc(Cl)cc2)c1,0.7247483122233297
180,CN(C)C(=O)c1ccccc1OC1CN(C(=O)OC(C)(C)C)CC1C#N,0.8280528773184341
181,CC(NC(=O)COC1CCOC1)c1cccc(O)c1,0.8435749324208734
182,COCCC(C)S(=O)(=O)N1CCCC1c1nc2ccc(C)cc2[nH]1,0.8681867370886147
183,O=C(c1ccccc1)N1CCN(Cc2cnn3ccccc23)CC1,0.7433632743708932
184,CC1CCCc2nc(S(=O)(=O)Nc3ccccc3SCCC#N)cn21,0.6147702191425273
185,CNC(=O)c1cc(Nc2ccc(C(C)(C)CNC(=O)OC(C)(C)C)cc2)ccc1F,0.6371916259003985
186,CCn1cc(C(=O)NC2CC(C)CC(c3ccccc3)C2)c(C2CCOCC2)n1,0.8109376185019593
187,COC(=O)Cc1cc(=O)n(-c2ccc(C(=O)NC(c3nc(C)cs3)C3CC3)cc2)[nH]1,0.5649164210257404
188,CC(C)N1C(=O)c2cc(C(O)=NC3CC3)nn2CC1(C)C(O)=NC1CCCCC1,0.5836418677073647
189,Cc1ccc2c(c1)CN(C(=O)c1cnn(-c3ccc(=O)[nH]n3)c1C)CC2,0.7641688461238259
190,N#Cc1cc(C(=O)N2CCC(NC(=O)C3CCC=CCCC3)CC2)c[nH]1,0.8180764905393877
191,O=C1CC(C2CCN(C(=O)COc3ccc(N4CCCC4=O)cc3)CC2)CN1,0.8344805506633374
192,COc1ccc(C)cc1NC(=O)C1CCCN1C(=O)C(=O)Nc1ccc(C2CC2)c(C)c1,0.7003565718823714
193,CCOC(=O)N1CCCC(C(C)NC(=O)C(=O)NC(C)c2ccc(-n3cncn3)cc2)C1,0.6590189357761238
194,COc1nc(C)cc(C)c1COC(=O)C1CCOC1,0.7767240045605953
195,Cc1cc(C(=O)NCC2CN(C(=O)c3ccc(-c4cn[nH]n4)cn3)CC2C)n(C)n1,0.6506931021296009
196,Cc1cnccc1OC1CCN(S(=O)(=O)c2ccsc2)C1,0.8656583771047147
197,CN(C)C(=O)Nc1ccc(C(=O)Nc2cccc(Cl)c2F)c(Cl)c1,0.8371168823573744
198,O=C(O)C1CCC(C(=O)N2CCCOc3ccccc32)O1,0.8918374042023952
199,CC(NC(=O)NCC1CCOC(C)(C)C1)C(=O)Nc1cccc(N2CCCC2)c1,0.6827669027953893
200,COCCC(C)S(=O)(=O)N1CCCCC1CNS(N)(=O)=O,0.6091798829401218
201,CN1CCC(N2CCN(C(C#N)c3ccc(F)cc3)CC2)C1=O,0.841765645426461
202,O=C(c1cc(Cl)c[nH]1)N1CCC2C1CCCN2C(=O)C12CCCC1C2,0.8796776814696129
203,Cn1c(C(N)CCO)cn2ccnc12,0.7253380047303284
204,CCn1cc(CN2CCN(Cc3ccccc3)C3CS(=O)(=O)CC32)cc1C#N,0.7690093780764501
205,CC1CCCc2nc(S(=O)(=O)NCCc3ccc4ccccc4c3)cn21,0.74906847707624
206,CNC(=O)C(NC(=O)CSCCC1CCOCC1)c1ccccc1,0.7050957492490502
207,CC(C)N1CCCC(OC(=O)c2cccc(C3CC3)c2)C1=O,0.8027592473732937
208,COC(=O)c1cn(C)nc1NC(=O)c1[nH]c(C)c(C(C)=O)c1C(C)C,0.6386580207240111
209,Cc1ccc2nc(C3CCCN3C(=O)NCc3ccc(C4(C)NC(=O)NC4=O)cc3)[nH]c2c1,0.46075324290793346
210,O=C1CC(C(=O)NC2(CNC(=O)c3ccsc3)CC2)CCN1,0.7441076166742611
211,COc1cccc(CNC(=O)NCc2ccnc(-c3ccccc3)c2)c1OC1CCCC1,0.5218209936929259
212,N#Cc1ccc(NC(=O)C(=O)N2CC3CC4CC3C2C4O)cc1C(F)(F)F,0.7272422871189732
213,COc1nc(C)ncc1C(=O)N1CC(O)C(NC(=O)c2ncc[nH]2)C1,0.6552274696108471
214,CN1CCC(Nc2ccc3nccn3c2)C1=O.Cl,0.8939413917380225
215,Cc1cncc(CNC(=O)NCc2ccccc2Oc2cccc(C)c2)c1,0.67984444321181
216,CCOC(=O)C(CC)(CC)NC(=O)c1ccc(C(C)=O)c(C)c1,0.6191031014185308
217,CN(C)C(=O)C1=NOC2CN(C(=O)c3ccnc(C#N)c3)CC12,0.7570041994993713
218,O=C(O)C1CCC[NH+]1Cc1csc(COc2ccc(-c3nn[n-]n3)cc2)n1,0.5899496839680071
219,Cc1cc(C)nc(NC(=O)CNC(=O)c2cc(F)cc(F)c2)c1,0.9085199936863423
220,O=C(c1cccc(C2OCCO2)c1)N1CCCN(Cc2ccccc2)c2ccccc21,0.6156804306893185
221,CC(NC(=O)C(=O)Nc1ccc(N2CCCC2)nc1)c1cccnc1,0.8308377786031543
222,COCCC(C)NC(=O)N1CC(NC(=O)OC(C)(C)C)CC1C,0.8094131356821788
223,CCn1cc(C(=O)NC2CC3CCC2N3C(=O)c2nccs2)nn1,0.8888723055486534
224,CNC(=O)c1ccc(CSc2nnnn2-c2ccccc2OC)cc1,0.6835531382525208
225,CN1CCC(O)=Nc2c1c[nH]c(=Nc1ccc(C#N)c(Cl)c1)c2F,0.8304354654475009
226,CC(C)N1CCN(C(=O)C(=O)Nc2cnc(-c3ccccc3)s2)CC1=O,0.83353694309022
227,O=C1CC(NC(=O)N2CCCCC2C2OCCO2)CO1,0.7349874534558385
228,N#Cc1ccc(OCc2cccc(C(=O)NN3CCS(=O)(=O)CC3)c2)cc1,0.8375782401442672
229,COc1ccc(C2CCN(C(=O)c3nc(C4CC4)n(-c4ccccc4)n3)C2)cc1OC,0.6091853034542531
230,COC(=O)C1CCC(C(=O)N2CCCCC2C2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)C1,0.6283863261553316
231,COc1nc(-c2cc(F)ncc2C)nc2ccccc12,0.6704457853213596
232,Cc1cc(C)cc(CNC(=O)c2c(C)coc2C)c1,0.9147672330641532
233,Cc1cnccc1OC1CCCN(C(=O)C2CC2(F)F)C1,0.8600057066282534
234,CN(C)C(=O)N1CCCC(C(O)c2nc3cnc4[nH]ccc4c3n2C)C1,0.7334542068378944
235,Cc1ccc2c(c1)CN(c1nnc(CCO)n1CCc1ccccc1)CCO2,0.714605777509808
236,CC(NC(=O)Nc1ccc(C(=O)NCc2ccccc2)cc1)C1CCCCCC1,0.5978691593606118
237,O=C(O)C1COCCN1C(=O)CCc1cccc(Br)c1,0.9044423314743638
238,CCn1cc(NS(=O)(=O)CCCS(=O)(=O)N2CCCC2C)ccc1=O,0.7060017441779239
239,CCOC(=O)c1sc(N)c(C#N)c1COC(=O)c1cc(-c2ccc(F)cc2)c(C)s1,0.5419974001217126
240,O=C(c1cnn(C2CCCCC2)c1)N1CCCC1c1nc2ccccc2s1,0.6441142540942588
241,COCCC(C)NC(=O)C(=O)NCc1ccc(OC(C)C)cc1C(F)(F)F,0.6694111630463063
242,CN1CCC(CC(C)(COc2ccccc2Cl)N2CCCCC2)CC1,0.7274650631501889
243,CNC(=O)C1CN(C(=O)Nc2cccc(COc3ccc(CC#N)cc3)c2)CCO1,0.7634315944224467
244,CC(C)C1N=NC(C2(C)OCC(S(C)(=O)=O)N2C(=O)C2CCN(C(C)C)C(=O)C2Cl)S1,0.5423378121459693
245,Cn1c(C(=O)N2CCCCC2)cc2cc(C(F)(F)F)ccc21,0.785786194922392
246,Cc1cc(C(=O)NC(C)C2CCN(C(=O)C(C)C)C2)cnn1,0.9122990844141262
247,O=C1CC(C(=O)N2CCC(NC(=O)Nc3ccc(F)cc3)CC2)c2ccccc2N1,0.7264402456870047
248,CC1CCCc2nc(S(=O)(=O)NCC3CCCN4CCCCC34)cn21,0.8879927489784638
249,N#Cc1cc(F)cnc1N1CC(F)CC(CO)C1,0.8613217540527611
250,COc1ccc(-c2nccc(NC(=O)C3CCCC3C)n2)cc1S(=O)(=O)N1CCOCC1,0.7051862068504797
251,Cc1cnccc1COC(=O)CC(NC(N)=O)c1cccc(Oc2ccccc2)c1,0.5509377085950989
252,COc1nc(NCc2cn(C)nc2-c2cccnc2)nc(N2CCCCCC2)n1,0.6819501008118809
