smiles_safe,safe,frag,score,size
O=C1N/C(=N/N=C/c2ccccc2)S[C@H]1Cc1ccccc1,c14ccc(C[C@@H]2S/C(=N\N=C\c3ccccc3)NC2=O)cc1,[1*]c1ccc(C[C@@H]2S/C(=N\N=C\c3ccccc3)NC2=O)cc1,0.325,23
COc1ccc(C[C@@H]2S/C(=N/N=C/c3ccccc3O)NC2=O)cc1,O3c1ccccc1/C=N/N=C1\NC(=O)[C@H](Cc2ccc(OC)cc2)S1,[1*]Oc1ccccc1/C=N/N=C1\NC(=O)[C@H](Cc2ccc(OC)cc2)S1,0.3225806451612903,26
COc1ccc(C[C@@H]2S/C(=N/N=C/c3ccccc3OC)NC2=O)cc1,C3Oc1ccccc1/C=N/N=C1\NC(=O)[C@H](Cc2ccc(OC)cc2)S1,[1*]COc1ccccc1/C=N/N=C1\NC(=O)[C@H](Cc2ccc(OC)cc2)S1,0.3225806451612903,27
CCOc1ccccc1/C=N/N=C1\NC(=O)CS1,[C@@H]13S/C(=N/N=C/c2ccccc2OCC)NC1=O,[1*][C@@H]1S/C(=N/N=C/c2ccccc2OCC)NC1=O,0.3225806451612903,19
Cc1c(C)c2c(OCC(=O)NCc3ccc4c(c3)OCO4)cc3c(c2oc1=O)CCC(C)O3,C15(C)CCc2c(cc(OCC(=O)NCc3ccc4c(c3)OCO4)c3c(C)c(C)c(=O)oc23)O1,[1*]C1(C)CCc2c(cc(OCC(=O)NCc3ccc4c(c3)OCO4)c3c(C)c(C)c(=O)oc23)O1,0.3093525179856115,34
COc1ccc(C[C@H]2SC(=N)NC2=O)cc1,N\3=C1\NC(=O)[C@@H](Cc2ccc(OC)cc2)S1,[1*]/N=C1\NC(=O)[C@@H](Cc2ccc(OC)cc2)S1,0.3070866141732283,17
CC(C)Oc1ccc(/C=N/N=C2\NC(=O)[C@@H](Cc3ccc(O)cc3)S2)cc1,O4c1ccc(C[C@H]2S/C(=N/N=C/c3ccc(OC(C)C)cc3)NC2=O)cc1,[1*]Oc1ccc(C[C@H]2S/C(=N/N=C/c3ccc(OC(C)C)cc3)NC2=O)cc1,0.3070866141732283,28
CC(C)Oc1ccc(/C=N/N=C2\NC(=O)[C@@H](C)S2)cc1,C3[C@H]1S/C(=N/N=C/c2ccc(OC(C)C)cc2)NC1=O,[1*]C[C@H]1S/C(=N/N=C/c2ccc(OC(C)C)cc2)NC1=O,0.3070866141732283,21
Cc1nc2sc3c(c2c(=O)n1CCO)CCC3,[C@H]4(O)Cn1c(C)nc2sc3c(c2c1=O)CCC3,[1*][C@@H](O)Cn1c(C)nc2sc3c(c2c1=O)CCC3,0.304,18
C[C@@H]1CC(C)(C)C[C@@]2(C1)NC(=O)N(C[C@@H](O)CO)C2=O,O3C[C@H](O)CN1C(=O)N[C@@]2(C[C@H](C)CC(C)(C)C2)C1=O,[1*]OC[C@H](O)CN1C(=O)N[C@@]2(C[C@H](C)CC(C)(C)C2)C1=O,0.304,21
CCc1ccc(OC[C@H](O)CN2C(=O)N[C@@]3(CCCC(C)(C)C3)C2=O)cc1,[C@@H]13CC(C)(C)C[C@@]2(C1)NC(=O)N(C[C@@H](O)COc1ccc(CC)cc1)C2=O,[1*][C@@H]1CC(C)(C)C[C@@]2(C1)NC(=O)N(C[C@@H](O)COc1ccc(CC)cc1)C2=O,0.304,28
CCc1ccc(OC[C@@H](C)O)cc1,C2[C@@H](O)COc1ccc(CC)cc1,[1*]C[C@@H](O)COc1ccc(CC)cc1,0.304,14
Cc1ccc(OC[C@@H](O)Cn2c(C)nc3sc4c(c3c2=O)CCC4)cc1,C5c1ccc(OC[C@@H](O)Cn2c(C)nc3sc4c(c3c2=O)CCC4)cc1,[1*]Cc1ccc(OC[C@@H](O)Cn2c(C)nc3sc4c(c3c2=O)CCC4)cc1,0.304,27
Cc1nc2sc3c(c2c(=O)n1C[C@H](O)CO)CCC3,O4C[C@@H](O)Cn1c(C)nc2sc3c(c2c1=O)CCC3,[1*]OC[C@@H](O)Cn1c(C)nc2sc3c(c2c1=O)CCC3,0.304,20
CCOc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3[nH]ncc32)cc1,c13n[nH]c2c1[C@@H](c1ccc(OCC)cc1)C1=C(CC(C)(C)CC1=O)N2,[1*]c1n[nH]c2c1[C@@H](c1ccc(OCC)cc1)C1=C(CC(C)(C)CC1=O)N2,0.3032786885245901,26
CC1(C)CC(=O)C2=C(C1)Nc1[nH]nc(O)c1[C@H]2c1ccc(O)cc1,O4c1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3[nH]nc(O)c32)cc1,[1*]Oc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3[nH]nc(O)c32)cc1,0.3032786885245901,25
COc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3[nH]nc(O)c32)cc1,C4Oc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3[nH]nc(O)c32)cc1,[1*]COc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3[nH]nc(O)c32)cc1,0.3032786885245901,26
CCCNC(=O)c1oc2c(c1C)C(=O)CC(C)(C)C2,C3CCNC(=O)c1oc2c(c1C)C(=O)CC(C)(C)C2,[1*]CCCNC(=O)c1oc2c(c1C)C(=O)CC(C)(C)C2,0.3015873015873015,20
Cc1ccc(OCCCCNC(=O)c2oc3c(c2C)C(=O)CC(C)C3)cc1,C14(C)CC(=O)c2c(oc(C(=O)NCCCCOc3ccc(C)cc3)c2C)C1,[1*]C1(C)CC(=O)c2c(oc(C(=O)NCCCCOc3ccc(C)cc3)c2C)C1,0.3015873015873015,28
Cc1ccc(OCCCCN)cc1,N2CCCCOc1ccc(C)cc1,[1*]NCCCCOc1ccc(C)cc1,0.3015873015873015,14
C/C(=N\N=C1/NC(=O)[C@H](Cc2cccc(C)c2)S1)c1ccccc1,c14ccc(/C(C)=N/N=C2\NC(=O)[C@H](Cc3cccc(C)c3)S2)cc1,[1*]c1ccc(/C(C)=N/N=C2\NC(=O)[C@H](Cc3cccc(C)c3)S2)cc1,0.3008130081300813,25
CC=N/N=C1\NC(=O)[C@H](Cc2cccc(C)c2)S1,C\3(C)=N/N=C1\NC(=O)[C@H](Cc2cccc(C)c2)S1,[1*]/C(C)=N/N=C1\NC(=O)[C@H](Cc2cccc(C)c2)S1,0.3008130081300813,19
COc1ccc(/C(C)=N/N=C2\NC(=O)CS2)cc1,[C@@H]13S/C(=N/N=C(\C)c2ccc(OC)cc2)NC1=O,[1*][C@@H]1S/C(=N/N=C(\C)c2ccc(OC)cc2)NC1=O,0.3008130081300813,19
CC[C@H](C)NC(=O)[C@]1(C)CCC(=O)N1Cc1ccc(O)cc1,O3c1ccc(CN2C(=O)CC[C@@]2(C)C(=O)N[C@@H](C)CC)cc1,[1*]Oc1ccc(CN2C(=O)CC[C@@]2(C)C(=O)N[C@@H](C)CC)cc1,0.2991452991452991,23
CC[C@H](C)NC(=O)[C@]1(C)CCC(=O)N1C,C2N1C(=O)CC[C@@]1(C)C(=O)N[C@@H](C)CC,[1*]CN1C(=O)CC[C@@]1(C)C(=O)N[C@@H](C)CC,0.2991452991452991,16
Cc1c(CC(=O)NCc2ccccc2)c(=O)oc2c(O)c(O)ccc12,c14ccc(CNC(=O)Cc2c(C)c3ccc(O)c(O)c3oc2=O)cc1,[1*]c1ccc(CNC(=O)Cc2c(C)c3ccc(O)c(O)c3oc2=O)cc1,0.2983870967741935,26
CNC(=O)Cc1c(C)c2ccc(O)c(O)c2oc1=O,C3NC(=O)Cc1c(C)c2ccc(O)c(O)c2oc1=O,[1*]CNC(=O)Cc1c(C)c2ccc(O)c(O)c2oc1=O,0.2983870967741935,20
Cc1nc(=O)c2c([nH]1)NC1=C(C(=O)CC(C)(C)C1)[C@@H]2c1ccc(O)cc1,O4c1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3[nH]c(C)nc(=O)c32)cc1,[1*]Oc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3[nH]c(C)nc(=O)c32)cc1,0.2983870967741935,27
COc1ccc([C@H]2C3=C(CC(C)CC3=O)Nc3[nH]c(C)nc(=O)c32)cc1,C13(C)CC(=O)C2=C(C1)Nc1[nH]c(C)nc(=O)c1[C@H]2c1ccc(OC)cc1,[1*]C1(C)CC(=O)C2=C(C1)Nc1[nH]c(C)nc(=O)c1[C@H]2c1ccc(OC)cc1,0.2983870967741935,27
O=C1Nc2ccccc2[C@H]1Cc1ccc(O)cc1,O4c1ccc(C[C@H]2C(=O)Nc3ccccc32)cc1,[1*]Oc1ccc(C[C@H]2C(=O)Nc3ccccc32)cc1,0.2972972972972973,19
NC1=NC(=O)[C@@H](Cc2ccccc2)S1,c13ccc(C[C@H]2SC(N)=NC2=O)cc1,[1*]c1ccc(C[C@H]2SC(N)=NC2=O)cc1,0.297029702970297,15
CCOc1ccc([C@@H]2CC(=O)C3=C(C2)NC(=O)CC3)cc1,[C@H]13CC(=O)NC2=C1C(=O)C[C@@H](c1ccc(OCC)cc1)C2,[1*][C@H]1CC(=O)NC2=C1C(=O)C[C@@H](c1ccc(OCC)cc1)C2,0.2941176470588235,22
CCOc1cc([C@H]2CC(=O)NC3=C2C(=O)C[C@@H](c2ccc(OC)cc2)C3)cc(Cl)c1O,C4Oc1ccc([C@@H]2CC(=O)C3=C(C2)NC(=O)C[C@@H]3c2cc(Cl)c(O)c(OCC)c2)cc1,[1*]COc1ccc([C@@H]2CC(=O)C3=C(C2)NC(=O)C[C@@H]3c2cc(Cl)c(O)c(OCC)c2)cc1,0.2941176470588235,32
CCOc1cc([C@H]2CC(=O)NC3=C2C(=O)C[C@@H](c2ccccc2)C3)cc(Cl)c1O,c14ccc([C@@H]2CC(=O)C3=C(C2)NC(=O)C[C@@H]3c2cc(Cl)c(O)c(OCC)c2)cc1,[1*]c1ccc([C@@H]2CC(=O)C3=C(C2)NC(=O)C[C@@H]3c2cc(Cl)c(O)c(OCC)c2)cc1,0.2941176470588235,30
COc1ccc(CN2CCOC(C)(C)C2)cc1,C3Oc1ccc(CN2CCOC(C)(C)C2)cc1,[1*]COc1ccc(CN2CCOC(C)(C)C2)cc1,0.2941176470588235,18
Cc1oncc1COc1ccc(CN2CCOC(C)(C)C2)cc1,c13noc(C)c1COc1ccc(CN2CCOC(C)(C)C2)cc1,[1*]c1noc(C)c1COc1ccc(CN2CCOC(C)(C)C2)cc1,0.2941176470588235,24
C[NH+](C)C[C@H]1CCC(C)(C)C1=O,C2[NH+](C)C[C@H]1CCC(C)(C)C1=O,[1*]C[NH+](C)C[C@H]1CCC(C)(C)C1=O,0.2935779816513761,13
COc1ccc(C[NH+](C)C[C@H]2CCC(C)C2=O)cc1,C13(C)CC[C@H](C[NH+](C)Cc2ccc(OC)cc2)C1=O,[1*]C1(C)CC[C@H](C[NH+](C)Cc2ccc(OC)cc2)C1=O,0.2935779816513761,20
Cc1ccc(C[C@@H]2SC(=N)NC2=O)cc1,N\3=C1\NC(=O)[C@H](Cc2ccc(C)cc2)S1,[1*]/N=C1\NC(=O)[C@H](Cc2ccc(C)cc2)S1,0.293103448275862,16
O=C1CS/C(=N/N=C/c2ccco2)N1,[C@@H]13S/C(=N/N=C/c2ccco2)NC1=O,[1*][C@@H]1S/C(=N/N=C/c2ccco2)NC1=O,0.293103448275862,15
C=N/N=C1\NC(=O)[C@H](Cc2ccc(C)cc2)S1,C\3=N/N=C1\NC(=O)[C@H](Cc2ccc(C)cc2)S1,[1*]/C=N/N=C1\NC(=O)[C@H](Cc2ccc(C)cc2)S1,0.293103448275862,18
COc1ccc(CNC(=O)COc2ncnc3oc(C)c(C)c23)cc1,c13nc(OCC(=O)NCc2ccc(OC)cc2)c2c(C)c(C)oc2n1,[1*]c1nc(OCC(=O)NCc2ccc(OC)cc2)c2c(C)c(C)oc2n1,0.2926829268292683,26
Cc1ncc2c(C)c(C)oc2n1,c13nc(C)nc2oc(C)c(C)c12,[1*]c1nc(C)nc2oc(C)c(C)c12,0.2926829268292683,13
COc1nc(C)nc2oc(C)c(C)c12,C3Oc1nc(C)nc2oc(C)c(C)c12,[1*]COc1nc(C)nc2oc(C)c(C)c12,0.2926829268292683,15
Cc1ccc(CSc2nc(=O)c3c(n2C)NC(=O)C[C@@H]3c2ccccc2)cc1,c14ccc([C@H]2CC(=O)Nc3c2c(=O)nc(SCc2ccc(C)cc2)n3C)cc1,[1*]c1ccc([C@H]2CC(=O)Nc3c2c(=O)nc(SCc2ccc(C)cc2)n3C)cc1,0.291970802919708,29
CCCOc1ccc([C@H]2CC(=O)Nc3c2c(=O)nc(SCc2ccccc2)n3C)cc1,c14ccc(CSc2nc(=O)c3c(n2C)NC(=O)C[C@@H]3c2ccc(OCCC)cc2)cc1,[1*]c1ccc(CSc2nc(=O)c3c(n2C)NC(=O)C[C@@H]3c2ccc(OCCC)cc2)cc1,0.291970802919708,32
CCCOc1ccc([C@H]2CC(=O)Nc3c2c(=O)nc(S)n3C)cc1,S3c1nc(=O)c2c(n1C)NC(=O)C[C@@H]2c1ccc(OCCC)cc1,[1*]Sc1nc(=O)c2c(n1C)NC(=O)C[C@@H]2c1ccc(OCCC)cc1,0.291970802919708,25
C=N/N=C1\NC(=O)[C@@H](Cc2ccc(C(C)C)cc2)S1,C\3=N/N=C1\NC(=O)[C@@H](Cc2ccc(C(C)C)cc2)S1,[1*]/C=N/N=C1\NC(=O)[C@@H](Cc2ccc(C(C)C)cc2)S1,0.2903225806451613,20
COc1ccc(CC[C@@]2(C)NC(=O)N(Cc3nccs3)C2=O)cc1,c14csc(CN2C(=O)N[C@](C)(CCc3ccc(OC)cc3)C2=O)n1,[1*]c1csc(CN2C(=O)N[C@](C)(CCc3ccc(OC)cc3)C2=O)n1,0.2892561983471074,25
COc1ccc(CC[C@@]2(C)NC(=O)NC2=O)cc1,N13C(=O)N[C@](C)(CCc2ccc(OC)cc2)C1=O,[1*]N1C(=O)N[C@](C)(CCc2ccc(OC)cc2)C1=O,0.2892561983471074,19
COc1ccc(CC[C@H]2NC(=O)N(Cc3nc(C)cs3)C2=O)cc1,[C@@]13(CCc2ccc(OC)cc2)NC(=O)N(Cc2nc(C)cs2)C1=O,[1*][C@]1(CCc2ccc(OC)cc2)NC(=O)N(Cc2nc(C)cs2)C1=O,0.2892561983471074,25
COc1ccc(C[C@@H]2NC(=O)N(CC(C)C)C2=O)cc1,[C@]13(Cc2ccc(OC)cc2)NC(=O)N(CC(C)C)C1=O,[1*][C@@]1(Cc2ccc(OC)cc2)NC(=O)N(CC(C)C)C1=O,0.2882882882882883,21
CC(C)CN1C(=O)N[C@@](C)(Cc2ccccc2)C1=O,c13ccc(C[C@]2(C)NC(=O)N(CC(C)C)C2=O)cc1,[1*]c1ccc(C[C@]2(C)NC(=O)N(CC(C)C)C2=O)cc1,0.2882882882882883,20
CCCN1C(=O)N[C@@](C)(Cc2ccc(OC)cc2)C1=O,C3(C)CN1C(=O)N[C@@](C)(Cc2ccc(OC)cc2)C1=O,[1*]C(C)CN1C(=O)N[C@@](C)(Cc2ccc(OC)cc2)C1=O,0.2882882882882883,21
CCCOc1ccc(N2CCC(=O)NC2=O)cc1,[C@H]13CN(c2ccc(OCCC)cc2)C(=O)NC1=O,[1*][C@H]1CN(c2ccc(OCCC)cc2)C(=O)NC1=O,0.287037037037037,19
C[C@H]1CN(c2ccc(O)cc2)C(=O)NC1=O,O3c1ccc(N2C[C@H](C)C(=O)NC2=O)cc1,[1*]Oc1ccc(N2C[C@H](C)C(=O)NC2=O)cc1,0.287037037037037,17
Cc1n[nH]c(C)c1NC(=O)CN1C(=O)N[C@@](C)(CCc2ccc(O)cc2)C1=O,O4c1ccc(CC[C@]2(C)NC(=O)N(CC(=O)Nc3c(C)n[nH]c3C)C2=O)cc1,[1*]Oc1ccc(CC[C@]2(C)NC(=O)N(CC(=O)Nc3c(C)n[nH]c3C)C2=O)cc1,0.2868217054263566,29
COc1ccc(CC[C@]2(C)NC(=O)N(CC(=O)Nc3c[nH]nc3C)C2=O)cc1,c13[nH]nc(C)c1NC(=O)CN1C(=O)N[C@@](C)(CCc2ccc(OC)cc2)C1=O,[1*]c1[nH]nc(C)c1NC(=O)CN1C(=O)N[C@@](C)(CCc2ccc(OC)cc2)C1=O,0.2868217054263566,29
COC(=O)c1c(NC(=O)Cc2ccccc2)sc2c1CC[C@H](C)C2,c14ccc(CC(=O)Nc2sc3c(c2C(=O)OC)CC[C@H](C)C3)cc1,[1*]c1ccc(CC(=O)Nc2sc3c(c2C(=O)OC)CC[C@H](C)C3)cc1,0.2857142857142857,25
CCOc1ccc(CN2C(=O)N[C@@H](C(C)C)C2=O)cc1,C3COc1ccc(CN2C(=O)N[C@@H](C(C)C)C2=O)cc1,[1*]CCOc1ccc(CN2C(=O)N[C@@H](C(C)C)C2=O)cc1,0.2857142857142857,21
COC(=O)c1c(NC(=O)Cc2ccc(O)cc2)sc2c1CC[C@H](C)C2,O4c1ccc(CC(=O)Nc2sc3c(c2C(=O)OC)CC[C@H](C)C3)cc1,[1*]Oc1ccc(CC(=O)Nc2sc3c(c2C(=O)OC)CC[C@H](C)C3)cc1,0.2857142857142857,26
Cc1ccc2c(c1)/C(=C1/SC(=S)N(C)C1=O)C(=O)N2,C4N1C(=O)/C(=C2/C(=O)Nc3ccc(C)cc32)SC1=S,[1*]CN1C(=O)/C(=C2/C(=O)Nc3ccc(C)cc32)SC1=S,0.2857142857142857,20
Cc1ccc2c(c1)/C(=C1/SC(=S)NC1=O)C(=O)N2,N14C(=O)/C(=C2/C(=O)Nc3ccc(C)cc32)SC1=S,[1*]N1C(=O)/C(=C2/C(=O)Nc3ccc(C)cc32)SC1=S,0.2857142857142857,19
Cc1ccc2c(c1)/C(=C1/SC(=S)N(Cc3ccc(O)cc3)C1=O)C(=O)N2,O5c1ccc(CN2C(=O)/C(=C3/C(=O)Nc4ccc(C)cc43)SC2=S)cc1,[1*]Oc1ccc(CN2C(=O)/C(=C3/C(=O)Nc4ccc(C)cc43)SC2=S)cc1,0.2857142857142857,27
Cc1c(CC(=O)Nc2ccc(O)cc2)c(=O)oc2c(C)c(O)ccc12,O4c1ccc(NC(=O)Cc2c(C)c3ccc(O)c(C)c3oc2=O)cc1,[1*]Oc1ccc(NC(=O)Cc2c(C)c3ccc(O)c(C)c3oc2=O)cc1,0.2845528455284553,26
Cc1c(CC=O)c(=O)oc2c(C)c(O)ccc12,C3(=O)Cc1c(C)c2ccc(O)c(C)c2oc1=O,[1*]C(=O)Cc1c(C)c2ccc(O)c(C)c2oc1=O,0.2845528455284553,18
COc1ccc(NC(=O)Cc2c(C)c3ccc(O)cc3oc2=O)cc1,c14c(O)ccc2c(C)c(CC(=O)Nc3ccc(OC)cc3)c(=O)oc12,[1*]c1c(O)ccc2c(C)c(CC(=O)Nc3ccc(OC)cc3)c(=O)oc12,0.2845528455284553,26
COc1ccc(C[C@]2(C)NC(=O)N(CC(=O)NC3CC3)C2=O)cc1,N3(C(=O)CN1C(=O)N[C@@](C)(Cc2ccc(OC)cc2)C1=O)C1CC1,[1*]N(C(=O)CN1C(=O)N[C@@](C)(Cc2ccc(OC)cc2)C1=O)C1CC1,0.2833333333333333,25
COc1ccc(C[C@@H]2NC(=O)N(CC(=O)N(C)C3CC3)C2=O)cc1,[C@]13(Cc2ccc(OC)cc2)NC(=O)N(CC(=O)N(C)C2CC2)C1=O,[1*][C@@]1(Cc2ccc(OC)cc2)NC(=O)N(CC(=O)N(C)C2CC2)C1=O,0.2833333333333333,25
Cc1noc(C)c1COc1ccc(CC(=O)Nc2ccc(N3CCCC3=O)cc2)cc1,c14cc(NC(=O)Cc2ccc(OCc3c(C)noc3C)cc2)ccc1N1CCCC1=O,[1*]c1cc(NC(=O)Cc2ccc(OCc3c(C)noc3C)cc2)ccc1N1CCCC1=O,0.2826086956521739,32
CCOc1ccc([C@@H]2c3c(oc4cc(C)cc(C)c4c3=O)C(=O)N2C)cc1,C4N1C(=O)c2oc3cc(C)cc(C)c3c(=O)c2[C@H]1c1ccc(OCC)cc1,[1*]CN1C(=O)c2oc3cc(C)cc(C)c3c(=O)c2[C@H]1c1ccc(OCC)cc1,0.2826086956521739,28
Cc1noc(C)c1COc1ccc(CC(=O)Nc2cccc(Cl)c2)cc1,c14ccc(NC(=O)Cc2ccc(OCc3c(C)noc3C)cc2)cc1Cl,[1*]c1ccc(NC(=O)Cc2ccc(OCc3c(C)noc3C)cc2)cc1Cl,0.2826086956521739,27
O=C(Cc1ccc(O)cc1)Nc1ccc(N2CCCC2=O)c(Cl)c1,O4c1ccc(CC(=O)Nc2ccc(N3CCCC3=O)c(Cl)c2)cc1,[1*]Oc1ccc(CC(=O)Nc2ccc(N3CCCC3=O)c(Cl)c2)cc1,0.2826086956521739,25
COc1ccc([C@@H]2c3c(oc4cc(C)cc(C)c4c3=O)C(=O)N2C[C@H]2CCCO2)cc1,C5Oc1ccc([C@@H]2c3c(oc4cc(C)cc(C)c4c3=O)C(=O)N2C[C@H]2CCCO2)cc1,[1*]COc1ccc([C@@H]2c3c(oc4cc(C)cc(C)c4c3=O)C(=O)N2C[C@H]2CCCO2)cc1,0.2826086956521739,32
Cc1nc(COc2ccc(/C=C3\CCc4occ(C)c4C3=O)cc2)no1,c14oc2c(c1C)C(=O)/C(=C/c1ccc(OCc3noc(C)n3)cc1)CC2,[1*]c1oc2c(c1C)C(=O)/C(=C/c1ccc(OCc3noc(C)n3)cc1)CC2,0.2824427480916031,27
Cc1nc(COc2ccc(/C=C3\CCc4oc(C=O)c(C)c4C3=O)cc2)no1,C4(=O)c1oc2c(c1C)C(=O)/C(=C/c1ccc(OCc3noc(C)n3)cc1)CC2,[1*]C(=O)c1oc2c(c1C)C(=O)/C(=C/c1ccc(OCc3noc(C)n3)cc1)CC2,0.2824427480916031,29
Cc1c(C(=O)[O-])oc2c1C(=O)/C(=C/c1ccc(OCc3ncon3)cc1)CC2,c15nc(COc2ccc(/C=C3\CCc4oc(C(=O)[O-])c(C)c4C3=O)cc2)no1,[1*]c1nc(COc2ccc(/C=C3\CCc4oc(C(=O)[O-])c(C)c4C3=O)cc2)no1,0.2824427480916031,29
CC1CCC2(CC1)NC(=O)N(NC(=O)Cc1ccccc1)C2=O,c14ccc(CC(=O)NN2C(=O)NC3(CCC(C)CC3)C2=O)cc1,[1*]c1ccc(CC(=O)NN2C(=O)NC3(CCC(C)CC3)C2=O)cc1,0.282258064516129,24
Cc1nc(CN2C(=O)C[C@@H](C)C2=O)sc1C,C3[C@@H]1CC(=O)N(Cc2nc(C)c(C)s2)C1=O,[1*]C[C@@H]1CC(=O)N(Cc2nc(C)c(C)s2)C1=O,0.282051282051282,17
Cc1csc(CN2C(=O)C[C@@H](Cc3ccc(F)cc3)C2=O)n1,c14sc(CN2C(=O)C[C@@H](Cc3ccc(F)cc3)C2=O)nc1C,[1*]c1sc(CN2C(=O)C[C@@H](Cc3ccc(F)cc3)C2=O)nc1C,0.282051282051282,23
CC(C)(C)C1CCC(=O)CC1,[C@@H]12C[C@@H](C(C)(C)C)CCC1=O,[1*][C@@H]1C[C@@H](C(C)(C)C)CCC1=O,0.2818181818181818,12
COc1ccc(C[C@@H]2CCCCC2=O)cc1,[C@H]13CCC(=O)[C@H](Cc2ccc(OC)cc2)C1,[1*][C@H]1CCC(=O)[C@H](Cc2ccc(OC)cc2)C1,0.2818181818181818,17
COc1ccc(C[C@@H]2C[C@@H](C(C)C)CCC2=O)cc1,C3(C)(C)[C@H]1CCC(=O)[C@H](Cc2ccc(OC)cc2)C1,[1*]C(C)(C)[C@H]1CCC(=O)[C@H](Cc2ccc(OC)cc2)C1,0.2818181818181818,20
CCc1ccc([C@@H]2CC(=O)C3=C(C2)NC(=O)C[C@H]3c2cc(OC)cc(OC)c2)cc1,c14c(OC)cc([C@@H]2CC(=O)NC3=C2C(=O)C[C@@H](c2ccc(CC)cc2)C3)cc1OC,[1*]c1c(OC)cc([C@@H]2CC(=O)NC3=C2C(=O)C[C@@H](c2ccc(CC)cc2)C3)cc1OC,0.2814814814814815,31
COc1cc([C@@H]2CC(=O)NC3=C2C(=O)C[C@@H](c2ccc(C)cc2)C3)cc(OC)c1O,C4c1ccc([C@@H]2CC(=O)C3=C(C2)NC(=O)C[C@H]3c2cc(OC)c(O)c(OC)c2)cc1,[1*]Cc1ccc([C@@H]2CC(=O)C3=C(C2)NC(=O)C[C@H]3c2cc(OC)c(O)c(OC)c2)cc1,0.2814814814814815,31
CCc1ccc([C@@H]2CC(=O)C3=C(C2)NC(=O)C[C@H]3c2ccc(O)c(OC)c2)cc1,c14cc([C@@H]2CC(=O)NC3=C2C(=O)C[C@@H](c2ccc(CC)cc2)C3)cc(OC)c1O,[1*]c1cc([C@@H]2CC(=O)NC3=C2C(=O)C[C@@H](c2ccc(CC)cc2)C3)cc(OC)c1O,0.2814814814814815,30
Cc1ccc(C[NH2+]Cc2ccc(O)cc2)s1,O3c1ccc(C[NH2+]Cc2ccc(C)s2)cc1,[1*]Oc1ccc(C[NH2+]Cc2ccc(C)s2)cc1,0.2809917355371901,17
