rv,smi,qed,sa,cur_sentence,seed
11.7,O=C(NC(CC1CCCCC1)c1ccccc1)C1CC(=O)N(c2ccc(F)cc2F)C1,0.6948968993444627,2.9782349482531316,[BOS]O=C(N[C@@H](CC1CCCCC1)c1ccccc1)[C@@H]1CC(=O)N(c2ccc(F)cc2F)C1[EOS][EOS][EOS][EOS],42
11.3,O=C(Nc1cccc(Cn2nc3ccccn3c2=O)c1)C1CCCN1c1ccccc1,0.545648981943377,2.728297560658696,[BOS]O=C(Nc1cccc(Cn2nc3ccccn3c2=O)c1)[C@H]1CCCN1c1ccccc1[EOS][EOS][EOS][EOS],42
11.2,Oc1c(F)cc(-c2ncccc2-c2ccc3cc4n(c3c2)CCOC4O)cc1F,0.5297058811959491,3.3758184094934105,[BOS]Oc1c(F)cc(-c2ncccc2-c2ccc3cc4n(c3c2)CCOC4O)cc1F[EOS][EOS][EOS][EOS],42
10.7,CC1Oc2ccc(Nc3nc4n(n3)C(=O)c3c(F)cccc3-4)cc2C(C)C1C,0.5615751372481239,3.841046792635753,[BOS]C[C@H]1Oc2ccc(Nc3nc4n(n3)C(=O)c3c(F)cccc3-4)cc2[C@H](C)C1C[EOS],42
11.4,CN1Cc2c(cccc2-c2ccc(C(=O)N3CCCC3)cc2Cl)C1=O,0.8219815655559659,2.2087853640206294,[BOS]CN1Cc2c(cccc2-c2ccc(C(=O)N3CCCC3)cc2Cl)C1=O[EOS],42
11.8,CC1Oc2c(cccc2C(=O)NCc2ccc(-c3ccc(Cl)cc3)cc2F)NC1=O,0.632063577967161,2.7719629860104895,[BOS]C[C@H]1Oc2c(cccc2C(=O)NCc2ccc(-c3ccc(Cl)cc3)cc2F)NC1=O[EOS][EOS],42
11.9,CC1CC1c1cc(NC(=O)NCCC(=O)N2CCN(c3ccccn3)CC2)n(-c2ccccc2)n1,0.5493215632398781,3.2202821062625535,[BOS]C[C@@H]1C[C@H]1c1cc(NC(=O)NCCC(=O)N2CCN(c3ccccn3)CC2)n(-c2ccccc2)n1[EOS],42
10.6,Cc1cccc(N2C(=O)C(c3ccc(F)cc3)=C(N3CCCCCC3)C2=O)c1C,0.7168736664360229,2.3258842460990863,[BOS]Cc1cccc(N2C(=O)C(c3ccc(F)cc3)=C(N3CCCCCC3)C2=O)c1C[EOS],42
11.2,Nc1ncc(-c2ccc(-c3n[nH]cc3-c3ccc(F)cc3)cc2)c(F)n1,0.5466570219492515,2.643115027925198,[BOS]Nc1ncc(-c2ccc(-c3n[nH]cc3-c3ccc(F)cc3)cc2)c(F)n1[EOS][EOS],42
11.3,O=C(NCC1C2Cc3ccccc3C12)Nc1ccc(NC(=O)C2CCCO2)cc1C(F)(F)F,0.61481191869717,3.7284085145769605,[BOS]O=C(NC[C@@H]1[C@@H]2Cc3ccccc3[C@H]12)Nc1ccc(NC(=O)[C@H]2CCCO2)cc1C(F)(F)F[EOS][EOS][EOS][EOS],42
10.9,Cc1ccc(C)c(C(=O)NC2CCc3ccc(F)cc32)c1,0.890581583043637,2.405724527075126,[BOS]Cc1ccc(C)c(C(=O)N[C@H]2CCc3ccc(F)cc32)c1[EOS][EOS][EOS],42
11.9,O=C(c1cc2ccc(C(OC3=CC=CC=CC3)c3ccccc3)cc2[nH]1)N1CCOCC1,0.6141668323845119,3.335318902384122,[BOS]O=C(C1=Cc2ccc(C(OC3=CC=CC=CC3)c3ccccc3)cc2N1)N1CCOCC1[EOS][EOS],42
12.7,CC1Oc2c(cccc2C(=O)Nc2cccc(-c3ccc4ccccc4c3)n2)NC1=O,0.5057153029545424,2.8348960052909877,[BOS]C[C@@H]1Oc2c(cccc2C(=O)Nc2cccc(-c3ccc4ccccc4c3)n2)NC1=O[EOS],42
11.8,CN1C(=O)CCc2cc(-c3ccc4ncoc(=O)c4c3)cc(Cl)c21,0.6806133110038264,2.70041900308504,[BOS]CN1C(=O)CCc2cc(-c3ccc4ncoc(=O)c4c3)cc(Cl)c21[EOS][EOS][EOS][EOS],42
11.5,Cn1ccc2cc(-c3ccc(F)cc3OCc3ccccc3)ccc2c1=O,0.517632361360917,2.065364423376483,[BOS]Cn1ccc2cc(-c3ccc(F)cc3OCc3ccccc3)ccc2c1=O[EOS][EOS],42
11.3,Cc1nc2c(c(-c3cccc(-c4ccccc4)c3)n1)CCCC2,0.6654560441313008,2.052720768448948,[BOS]Cc1nc2c(c(-c3cccc(-c4ccccc4)c3)n1)CCCC2[EOS][EOS][EOS][EOS],42
12.1,O=C(c1nc2n(n1)C(c1ccc(F)cc1)CC(c1ccccc1)=N2)N1CCCCCC1,0.6281857296253984,2.926370595316346,[BOS]O=C(c1nc2n(n1)[C@@H](c1ccc(F)cc1)CC(c1ccccc1)=N2)N1CCCCCC1[EOS][EOS],42
11.1,COc1ccc2cc(CN(C)c3nnc(-c4oc(C)nc4C)n3C)ccc2c1,0.5255935247979486,2.7731500957824284,[BOS]COc1ccc2cc(CN(C)c3nnc(-c4oc(C)nc4C)n3C)ccc2c1[EOS][EOS],42
12.1,O=C(c1n[nH]c2ccc(-c3ccc4c(c3)-n3c(noc3=O)CO4)cc12)N1CCOCC1,0.5260738521522497,2.9062262733403514,[BOS]O=C(c1n[nH]c2ccc(-c3ccc4c(c3)-n3c(noc3=O)CO4)cc12)N1CCOCC1[EOS][EOS][EOS][EOS],42
11.3,O=C(Nc1cc(C2CCCOC2)[nH]n1)C1CCCN(C(=O)c2cccc3ccccc23)C1,0.6535894982299211,3.209351237474225,[BOS]O=C(Nc1cc([C@H]2CCCOC2)[nH]n1)[C@@H]1CCCN(C(=O)c2cccc3ccccc23)C1[EOS][EOS][EOS],42
11.9,O=C(C1=NN(c2ccccc2)C(c2ccccc2)C1)N1CCCN2c3ccccc3CC2C1,0.599635475713841,3.1586181987148265,[BOS]O=C(C1=NN(c2ccccc2)[C@H](c2ccccc2)C1)N1CCCN2c3ccccc3C[C@H]2C1[EOS][EOS],42
